Timestamp,sub_0,sub_1,sub_2,sub_3,sub_4,sub_5,sub_6,sub_7,sub_8,sub_9,sub_10,sub_11,sub_12,sub_13,sub_14,sub_15,sub_16,sub_17,sub_18,sub_19,sub_20,sub_21,sub_22,sub_23,sub_24,sub_25,sub_26,sub_27,sub_28,sub_29,sub_30,sub_31,sub_32,sub_33,sub_34,sub_35,sub_36,sub_37,sub_38,sub_39,sub_40,sub_41,sub_42,sub_43,sub_44,sub_45,sub_46,sub_47,sub_48,sub_49,sub_50,sub_51,sub_52,sub_53,sub_54,sub_55,sub_56,sub_57,sub_58,sub_59,sub_60,sub_61,sub_62,sub_63,sub_64,sub_65,sub_66,sub_67,sub_68,sub_69,sub_70,sub_71,sub_72,sub_73,sub_74,sub_75,sub_76,sub_77,sub_78,sub_79,sub_80,sub_81,sub_82,sub_83,sub_84,sub_85,sub_86,sub_87,sub_88,sub_89,sub_90,sub_91,sub_92,sub_93,sub_94,sub_95,sub_96,sub_97,sub_98,sub_99,sub_100,sub_101,sub_102,sub_103,sub_104,sub_105,sub_106,sub_107,sub_108,sub_109,sub_110,sub_111,sub_112,sub_113,sub_114,sub_115,sub_116,sub_117,sub_118,sub_119,sub_120,sub_121,sub_122,sub_123,sub_124,sub_125,sub_126,sub_127
2026-04-14 14:03:45.749752,94,-32,5,0,17,17,17,18,18,15,20,16,18,14,21,15,20,15,20,13,19,12,19,11,20,8,22,8,20,9,24,9,19,10,20,10,19,10,19,11,17,10,17,12,18,12,18,12,14,11,12,9,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,10,6,9,8,10,8,11,11,12,13,12,11,12,14,13,15,15,13,13,17,12,20,13,16,15,16,12,18,12,18,15,17,17,18,17,18,18,20,16,18,15,19,16,18,17,20,17,21,18,19
2026-04-14 14:03:45.790061,106,-96,6,0,-10,12,-9,13,-7,14,-7,15,-6,16,-5,17,-4,17,-3,18,-3,18,-2,18,-1,17,-1,16,1,17,2,17,3,16,4,18,5,18,5,18,6,19,6,20,5,21,4,22,3,22,3,23,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,17,-31,15,-32,12,-33,9,-33,7,-33,6,-32,4,-30,3,-29,3,-28,3,-27,4,-27,5,-26,6,-27,7,-26,7,-27,8,-27,9,-28,8,-26,8,-25,8,-25,8,-24,7,-21,7,-21,8,-18,8,-16,10
2026-04-14 14:03:45.826818,82,32,5,0,24,0,24,1,26,0,27,2,22,1,25,-2,26,0,21,-5,24,-2,24,-4,26,-1,24,-4,25,-2,23,-3,24,-3,22,-3,22,-4,22,-3,20,-1,19,-1,20,-4,17,-1,19,2,16,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,-3,12,-1,16,-2,15,-2,15,-2,17,3,18,3,19,3,18,2,19,4,18,6,22,9,22,4,22,7,21,6,25,6,23,5,22,6,21,6,23,5,23,5,26,5,23,6,28,3,29,1,29,5
2026-04-14 14:03:45.870595,126,-32,7,0,24,-13,23,-14,20,-16,19,-13,22,-14,21,-15,18,-13,19,-18,15,-18,17,-16,16,-17,17,-16,17,-17,19,-16,18,-16,15,-13,17,-17,18,-11,17,-14,14,-12,16,-13,16,-10,17,-8,18,-7,17,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-9,10,-9,9,-11,11,-11,13,-11,13,-12,16,-8,15,-11,19,-10,18,-10,17,-8,19,-13,22,-10,21,-7,21,-8,21,-10,20,-8,23,-10,22,-9,23,-9,22,-10,24,-8,22,-10,21,-11,22,-13,23,-16
2026-04-14 14:03:45.908826,-51,-48,12,0,10,10,12,8,13,7,14,5,14,4,15,4,17,3,16,2,16,1,16,0,16,0,15,-1,15,-3,16,-3,15,-5,16,-6,16,-6,17,-6,17,-8,18,-8,19,-8,20,-8,21,-8,21,-5,21,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,8,31,6,32,4,32,2,32,-1,31,-2,30,-3,29,-3,27,-1,26,-1,24,1,23,2,24,3,23,4,24,4,25,5,25,6,25,5,25,5,24,5,24,5,23,5,21,6,18,7,16,5,14
2026-04-14 14:03:45.950329,-39,-112,13,0,-8,15,-5,15,-4,16,-3,17,-1,18,-1,19,0,18,1,19,1,18,2,19,3,18,4,19,5,17,6,17,7,16,8,17,10,16,11,18,12,19,12,19,11,20,12,21,10,21,9,23,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27,22,-30,21,-32,18,-33,15,-33,13,-34,11,-33,10,-32,9,-30,9,-29,7,-28,8,-27,10,-26,11,-26,12,-26,13,-26,14,-26,15,-26,14,-26,14,-25,14,-24,14,-23,13,-21,13,-19,11,-17,11,-15,12
2026-04-14 14:03:45.995610,-19,-48,14,0,-16,3,-14,4,-14,5,-14,7,-14,8,-14,10,-14,10,-13,10,-13,11,-12,12,-12,13,-11,12,-11,13,-10,13,-9,14,-8,15,-8,15,-8,16,-8,17,-8,17,-10,18,-10,18,-11,18,-13,18,-14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31,-4,-31,-7,-31,-11,-30,-13,-29,-15,-27,-15,-26,-16,-24,-16,-23,-15,-21,-14,-22,-13,-21,-13,-22,-11,-24,-10,-24,-10,-24,-9,-25,-9,-25,-9,-24,-9,-24,-9,-23,-9,-22,-10,-21,-8,-20,-6,-19,-4,-18,-3
2026-04-14 14:03:46.043194,82,32,5,0,-23,-13,-21,-15,-23,-13,-20,-13,-22,-11,-22,-12,-22,-12,-21,-12,-22,-10,-25,-9,-22,-7,-21,-10,-26,-6,-22,-11,-24,-8,-21,-6,-20,-6,-20,-7,-18,-5,-19,-10,-20,-7,-19,-6,-17,-9,-14,-9,-14,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,-6,-11,-7,-11,-8,-14,-8,-14,-11,-15,-10,-13,-13,-15,-13,-15,-15,-16,-16,-14,-16,-13,-18,-16,-15,-14,-17,-15,-19,-18,-18,-18,-19,-17,-18,-17,-17,-16,-17,-18,-16,-20,-18,-17,-15,-17,-15,-22,-16,-22,-18
2026-04-14 14:03:46.085269,48,5,83,0,-15,8,-14,10,-12,12,-12,12,-11,14,-10,16,-9,16,-8,17,-8,17,-8,17,-7,18,-6,17,-5,17,-4,17,-3,18,-2,19,0,19,0,21,0,21,0,22,-1,23,-2,24,-4,24,-4,24,-6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36,4,-37,2,-37,-2,-37,-5,-36,-7,-35,-7,-34,-9,-32,-8,-30,-8,-29,-8,-29,-6,-28,-6,-28,-5,-29,-4,-29,-3,-30,-2,-30,-1,-31,-1,-30,-1,-29,-1,-29,0,-27,0,-25,0,-24,1,-22,2,-20,2
2026-04-14 14:03:46.126036,52,69,83,0,13,5,14,3,14,3,15,0,16,-1,16,-2,17,-2,16,-3,17,-3,16,-4,16,-5,15,-6,15,-6,14,-7,14,-7,13,-9,14,-9,15,-11,16,-11,17,-12,17,-12,18,-11,20,-11,20,-9,21,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,22,22,20,24,18,26,16,27,14,27,12,26,11,25,11,24,11,23,11,22,12,21,12,21,13,20,14,20,14,20,14,20,14,21,15,20,15,19,13,19,13,18,12,16,13,16,13,13,13,11
2026-04-14 14:03:46.167355,52,69,83,0,-8,13,-6,14,-4,15,-3,15,-2,15,-2,15,-1,17,1,16,0,16,2,17,2,16,2,16,3,15,5,14,6,15,6,15,8,15,8,16,9,15,10,16,8,17,8,18,8,18,7,20,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,23,-26,21,-28,18,-29,15,-30,14,-29,12,-29,11,-27,10,-26,9,-25,9,-24,10,-24,10,-24,12,-23,11,-23,13,-23,13,-24,14,-24,14,-23,13,-23,13,-22,12,-20,12,-20,12,-17,12,-17,11,-14,11
2026-04-14 14:03:46.211080,-121,112,8,0,-16,22,-14,21,-16,19,-10,18,-12,19,-12,21,-10,18,-13,19,-12,20,-8,21,-10,22,-10,18,-10,22,-7,21,-9,18,-8,22,-8,18,-10,18,-9,18,-8,17,-6,15,-9,15,-11,13,-11,11,-12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,11,-5,12,-8,11,-7,15,-8,10,-8,11,-10,14,-14,13,-13,13,-16,15,-16,15,-16,14,-15,15,-15,13,-15,14,-16,15,-16,18,-15,17,-18,16,-17,16,-16,16,-17,19,-16,18,-15,18,-15,18,-18,19
2026-04-14 14:03:46.251131,52,69,83,0,2,15,3,15,6,15,7,13,9,13,10,13,11,13,10,13,10,11,12,11,12,10,12,10,12,9,13,7,14,7,14,7,15,6,16,6,17,6,18,7,18,7,18,7,18,8,18,9,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,32,-5,32,-8,32,-10,30,-12,30,-13,29,-14,27,-14,26,-14,24,-13,23,-12,24,-11,23,-10,23,-10,24,-9,24,-9,25,-8,26,-8,26,-8,25,-7,25,-8,24,-7,23,-7,22,-5,20,-3,18,-3,16
2026-04-14 14:03:46.299380,-120,-128,8,0,22,12,23,8,25,13,22,9,25,10,24,7,23,5,22,7,24,8,22,6,21,4,25,5,22,4,23,8,23,6,19,10,20,6,19,6,19,2,19,7,18,6,14,7,17,7,16,8,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,12,5,13,2,12,8,14,4,16,6,15,6,14,8,14,11,18,10,16,11,19,10,17,10,18,12,20,13,20,14,17,14,19,16,22,13,20,14,21,12,23,13,23,12,22,13,23,12,24,12
2026-04-14 14:03:46.342133,-128,0,8,0,14,-7,14,-7,14,-9,14,-10,14,-10,13,-11,13,-12,12,-13,12,-13,11,-14,11,-14,9,-14,9,-14,7,-15,6,-15,7,-16,5,-16,5,-17,6,-17,6,-18,7,-19,8,-19,9,-19,9,-20,10,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,-4,33,-1,33,2,33,4,32,6,31,8,29,9,27,9,27,9,26,9,25,7,25,6,25,6,25,5,26,5,25,4,26,5,26,3,26,4,26,5,25,4,24,4,22,3,21,2,21,1,19,-2
2026-04-14 14:03:46.393714,-128,0,8,0,-13,11,-12,12,-10,13,-10,14,-9,15,-8,15,-7,16,-6,16,-6,16,-5,16,-4,16,-4,16,-2,15,-1,16,0,15,0,16,1,17,2,17,2,18,2,18,1,18,1,19,1,19,0,20,-1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,18,-31,15,-32,12,-33,9,-33,7,-34,6,-32,5,-31,3,-30,4,-28,2,-28,4,-27,5,-27,5,-27,6,-27,7,-28,7,-28,7,-28,8,-27,7,-27,7,-27,7,-26,6,-23,7,-23,7,-20,7,-18,9
2026-04-14 14:03:46.437783,114,32,7,0,22,-17,21,-16,17,-17,18,-18,18,-19,17,-19,16,-20,18,-19,19,-19,16,-20,17,-21,15,-22,15,-22,17,-18,14,-19,13,-18,15,-20,13,-16,13,-18,16,-16,15,-15,15,-16,14,-12,14,-13,15,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-10,10,-10,10,-9,13,-10,12,-10,13,-10,16,-10,19,-14,17,-8,18,-8,18,-10,19,-9,22,-8,23,-9,21,-12,23,-10,23,-11,22,-15,23,-11,23,-14,19,-13,20,-13,23,-15,23,-12,24,-16,23,-13
2026-04-14 14:03:46.662818,82,32,5,0,-28,0,-29,-1,-29,1,-28,-2,-28,1,-27,-3,-25,2,-30,0,-27,1,-27,2,-24,6,-25,2,-25,5,-27,1,-25,5,-25,4,-24,2,-24,1,-23,0,-23,0,-23,-1,-22,-1,-22,0,-19,-4,-19,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,3,-14,0,-15,0,-16,2,-15,1,-18,-2,-22,-5,-21,-3,-20,-3,-22,-2,-22,-5,-24,-7,-26,-7,-25,-3,-24,-6,-23,-5,-24,-8,-25,-6,-26,-4,-25,-6,-28,-6,-25,-5,-26,-2,-27,-7,-29,-7,-28,0
2026-04-14 14:03:46.919839,126,-32,7,0,-10,13,-10,14,-7,14,-7,15,-6,15,-5,15,-4,16,-3,17,-3,17,-2,17,-1,16,0,16,0,16,1,15,2,15,1,15,3,16,3,15,4,15,4,15,3,16,4,17,3,17,3,18,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,21,-25,19,-27,17,-28,15,-29,13,-29,12,-29,10,-27,8,-26,8,-25,8,-24,10,-25,9,-23,11,-24,11,-24,12,-24,12,-24,12,-24,13,-24,12,-24,12,-23,11,-21,11,-20,12,-19,11,-17,11,-15,12
2026-04-14 14:03:46.964450,-86,-96,10,0,6,-18,4,-17,2,-17,1,-17,0,-17,-1,-18,-2,-17,-4,-19,-4,-18,-4,-18,-5,-18,-5,-17,-6,-17,-6,-16,-7,-15,-7,-15,-9,-15,-8,-14,-9,-15,-9,-15,-10,-15,-10,-15,-10,-16,-9,-18,-8,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-28,18,-27,19,-25,22,-24,22,-22,24,-21,22,-19,23,-18,22,-18,21,-17,20,-17,20,-18,19,-18,19,-18,19,-19,18,-19,19,-20,18,-20,17,-21,18,-19,16,-20,16,-19,14,-18,14,-18,12,-17,11,-16
2026-04-14 14:03:47.661326,82,32,5,0,-28,6,-28,9,-26,9,-26,8,-25,7,-25,10,-26,12,-25,9,-24,10,-25,12,-21,12,-23,10,-24,11,-23,12,-22,11,-22,13,-23,11,-24,10,-23,11,-21,9,-21,8,-22,6,-22,5,-19,4,-19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,4,-10,2,-12,2,-14,3,-14,3,-14,3,-16,0,-17,4,-17,4,-21,3,-21,1,-21,4,-21,-1,-22,0,-22,0,-24,-1,-24,0,-22,2,-25,2,-23,3,-23,3,-26,5,-27,4,-25,3,-29,7,-29,4
2026-04-14 14:03:48.962783,-51,-48,12,0,13,-6,13,-10,13,-11,13,-13,14,-15,14,-16,15,-17,14,-16,14,-16,14,-16,13,-15,11,-14,10,-14,8,-12,6,-13,4,-15,3,-16,2,-18,3,-19,3,-21,5,-22,6,-22,8,-23,9,-21,11,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,30,5,31,8,30,11,29,12,27,14,25,14,24,14,22,13,21,12,21,9,22,8,22,6,23,5,24,4,25,4,26,3,26,3,27,4,27,4,26,5,25,4,24,4,22,4,20,2,18,0
2026-04-14 14:03:49.008770,25,-106,97,0,1,-16,-2,-16,-5,-18,-6,-18,-8,-19,-8,-20,-8,-20,-9,-22,-8,-21,-8,-21,-8,-19,-7,-17,-8,-15,-9,-13,-10,-12,-12,-10,-13,-10,-16,-10,-17,-11,-18,-12,-18,-13,-17,-15,-17,-16,-16,-18,-14,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,-24,21,-24,23,-22,24,-20,25,-18,26,-16,25,-14,24,-14,22,-12,21,-12,19,-13,18,-14,17,-16,16,-17,15,-19,16,-21,16,-21,16,-22,17,-22,16,-22,17,-21,16,-20,14,-20,13,-18,11,-16,10,-16
2026-04-14 14:03:49.050270,52,69,83,0,-3,14,-1,15,2,16,3,17,4,19,5,20,5,20,4,20,4,19,4,19,3,18,4,17,5,15,5,13,7,12,9,11,11,12,13,11,15,13,15,13,14,15,14,16,13,18,12,19,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,23,-22,22,-24,20,-26,18,-26,17,-27,15,-27,13,-26,11,-24,11,-22,10,-21,10,-20,12,-19,13,-18,15,-17,16,-18,18,-19,19,-18,19,-20,19,-19,19,-19,18,-18,18,-17,17,-16,16,-14,15,-10,15
2026-04-14 14:03:49.096083,52,69,83,0,-15,-4,-16,-3,-18,-1,-19,1,-19,1,-21,2,-21,2,-21,1,-21,1,-20,0,-19,1,-18,2,-16,3,-15,4,-14,5,-14,7,-13,9,-14,10,-15,11,-16,12,-18,12,-20,11,-20,10,-21,8,-21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,-20,-21,-23,-20,-25,-18,-27,-16,-28,-14,-28,-12,-27,-11,-26,-10,-24,-10,-23,-11,-21,-11,-20,-13,-19,-14,-19,-16,-19,-17,-20,-17,-20,-18,-20,-18,-20,-19,-20,-17,-20,-17,-20,-15,-19,-15,-17,-15,-15,-14,-12
2026-04-14 14:03:49.141337,52,69,83,0,-15,-10,-17,-8,-19,-5,-21,-4,-22,-3,-23,-3,-24,-4,-23,-4,-23,-4,-22,-3,-21,-3,-20,-2,-19,1,-18,1,-17,3,-16,6,-17,7,-18,8,-20,8,-22,10,-23,9,-23,8,-24,6,-24,4,-24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,-28,-15,-31,-12,-32,-10,-34,-8,-33,-5,-34,-3,-32,-2,-31,-2,-29,-3,-27,-4,-26,-4,-24,-8,-24,-9,-25,-11,-25,-12,-25,-12,-26,-14,-26,-14,-27,-13,-27,-13,-27,-12,-26,-12,-24,-11,-22,-12,-19,-12,-17
2026-04-14 14:03:49.186156,52,69,83,0,5,-15,3,-19,2,-19,1,-22,-1,-22,0,-24,-2,-23,-1,-25,-1,-25,-3,-24,-3,-22,-3,-20,-3,-19,-3,-17,-6,-16,-9,-16,-11,-17,-12,-17,-12,-20,-13,-20,-12,-21,-12,-22,-10,-23,-9,-24,-7,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,-22,26,-21,28,-17,31,-16,30,-13,32,-12,30,-9,29,-8,27,-7,25,-8,23,-9,23,-10,21,-12,22,-14,22,-15,23,-17,23,-18,22,-17,22,-18,24,-17,22,-17,23,-16,21,-15,18,-15,16,-14,15,-15
2026-04-14 14:03:49.226608,-128,0,8,0,9,-12,8,-13,9,-15,8,-18,8,-19,8,-20,9,-20,7,-20,8,-20,7,-19,7,-18,6,-16,4,-16,2,-16,0,-15,-1,-17,-3,-17,-3,-19,-4,-20,-3,-21,-2,-23,-1,-23,2,-23,3,-23,4,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-9,29,-6,31,-4,30,-1,31,1,29,1,28,3,27,4,24,5,23,4,23,2,22,-1,23,-2,24,-4,24,-4,24,-6,24,-6,26,-6,26,-6,26,-5,25,-5,25,-4,23,-4,21,-5,19,-5,17,-7
2026-04-14 14:03:50.003055,47,-11,82,0,11,23,11,22,12,23,11,22,13,20,13,22,11,21,13,20,15,19,12,20,12,19,16,19,17,17,16,19,15,17,16,19,15,19,15,17,13,16,11,17,12,17,10,16,9,17,7,17,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,9,5,10,6,13,4,10,4,14,5,13,6,16,5,18,4,17,2,19,7,19,3,18,5,20,5,21,4,22,4,23,4,21,6,23,8,21,7,22,7,25,6,22,7,21,6,27,8,25
2026-04-14 14:03:50.044399,56,-126,35,0,16,1,17,-2,18,-4,21,-6,22,-7,23,-8,24,-7,23,-8,23,-7,22,-6,20,-6,18,-6,16,-8,14,-8,14,-11,12,-13,12,-15,12,-17,13,-18,15,-19,17,-20,18,-18,20,-17,21,-15,21,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,24,25,22,27,20,30,17,31,15,30,13,29,12,27,11,26,10,24,11,22,13,20,15,20,16,19,18,18,20,19,21,20,22,19,23,20,22,21,22,21,21,20,18,19,17,17,16,14,17,11
2026-04-14 14:03:50.100628,-128,0,8,0,2,-17,-1,-19,-2,-20,-4,-21,-4,-23,-4,-25,-5,-25,-5,-25,-4,-25,-5,-23,-4,-22,-5,-19,-6,-17,-8,-15,-10,-14,-12,-14,-14,-14,-16,-15,-18,-16,-18,-18,-17,-19,-17,-21,-15,-22,-14,-23,-12,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,-22,27,-20,30,-18,31,-16,32,-13,32,-12,32,-9,29,-7,27,-7,25,-7,22,-9,22,-11,21,-12,20,-15,21,-16,20,-19,21,-20,22,-21,22,-20,23,-21,23,-19,22,-18,20,-17,18,-16,16,-15,12,-15
2026-04-14 14:03:50.664370,118,96,7,0,12,4,13,1,15,-1,17,-3,19,-4,20,-5,21,-5,21,-4,21,-4,20,-3,19,-4,17,-5,14,-5,12,-7,11,-8,10,-11,10,-13,10,-16,11,-17,13,-19,14,-20,16,-19,18,-18,18,-16,20,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,8,31,6,32,3,33,1,33,0,33,-3,31,-2,30,-2,28,-2,25,-1,24,1,21,3,21,6,21,8,21,9,21,11,22,12,23,13,23,13,24,13,24,12,23,11,21,10,20,9,17,9,15
2026-04-14 14:03:50.924985,126,-32,7,0,12,-4,12,-6,13,-8,14,-13,14,-14,15,-15,15,-15,15,-15,15,-15,17,-12,12,-12,14,-13,7,-10,6,-10,6,-16,4,-19,2,-14,3,-17,3,-19,5,-22,6,-24,8,-25,7,-23,10,-23,11,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,24,20,23,23,21,25,20,26,17,26,16,26,14,26,13,24,12,22,12,20,13,17,14,16,16,14,18,13,20,12,20,12,22,12,23,12,24,12,23,12,22,12,20,11,19,11,15,9,15,7
2026-04-14 14:03:50.967948,82,32,5,0,-28,-2,-27,-3,-26,-2,-26,-1,-26,-1,-27,0,-26,0,-23,-3,-24,0,-27,2,-25,2,-26,1,-25,-1,-23,2,-24,1,-25,2,-24,1,-25,-1,-21,-2,-22,0,-21,-3,-21,-3,-19,-4,-18,-5,-17,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-11,1,-14,1,-14,1,-17,1,-15,0,-16,-1,-17,-2,-16,-2,-20,-3,-20,-4,-22,-6,-21,-5,-22,-7,-22,-6,-23,-5,-23,-4,-24,-6,-23,-7,-24,-4,-25,-3,-27,-4,-25,-4,-24,-4,-30,-7,-27,-5
2026-04-14 14:03:51.172190,68,68,68,0,-13,3,-12,6,-11,9,-12,11,-13,13,-14,14,-14,15,-14,15,-14,14,-14,13,-13,12,-11,11,-10,12,-6,10,-5,12,-3,12,-1,14,0,16,0,18,0,20,-2,21,-3,22,-5,22,-6,21,-8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,-15,-26,-19,-26,-20,-24,-23,-22,-24,-22,-24,-20,-24,-18,-23,-16,-22,-16,-20,-16,-17,-16,-16,-18,-14,-18,-12,-20,-12,-22,-10,-22,-10,-24,-9,-25,-10,-25,-10,-24,-11,-23,-10,-22,-10,-20,-9,-18,-7,-16,-5
2026-04-14 14:03:51.282670,-128,0,8,0,4,12,7,11,10,11,12,10,14,11,15,12,16,12,15,13,14,13,15,13,13,12,12,10,12,9,12,6,14,4,13,2,16,1,17,0,19,0,20,1,20,1,21,3,21,4,21,6,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,29,-13,29,-15,27,-18,27,-19,26,-21,25,-21,23,-21,21,-19,19,-18,18,-16,17,-14,18,-12,18,-10,20,-9,21,-8,23,-8,24,-7,24,-7,25,-8,25,-9,25,-8,23,-8,22,-7,21,-6,18,-4,17
2026-04-14 14:03:51.664608,118,96,7,0,13,-7,13,-8,12,-12,13,-14,14,-16,15,-17,15,-18,15,-18,15,-18,15,-16,13,-16,11,-15,9,-15,6,-15,4,-15,2,-17,0,-17,0,-20,-1,-23,1,-24,3,-26,4,-26,7,-26,7,-24,9,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,12,31,15,32,19,30,21,29,23,26,24,24,24,22,24,21,22,19,21,19,18,19,16,20,13,21,12,23,11,24,9,26,10,28,8,28,9,29,10,28,9,27,9,24,10,22,8,20,6,17,4
2026-04-14 14:03:51.932486,126,-32,7,0,-12,5,-12,8,-11,11,-12,14,-12,16,-13,17,-13,17,-13,16,-13,16,-12,15,-12,15,-10,14,-8,13,-5,13,-3,13,-1,15,1,16,2,18,3,19,2,21,1,23,-1,23,-2,24,-4,23,-5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,-12,-30,-15,-30,-18,-28,-20,-28,-21,-26,-21,-24,-21,-23,-21,-21,-19,-20,-19,-19,-16,-19,-13,-21,-12,-22,-10,-23,-9,-25,-8,-26,-7,-27,-7,-28,-8,-27,-7,-27,-8,-26,-7,-25,-6,-22,-7,-19,-5,-17,-4
2026-04-14 14:03:52.158919,52,69,83,0,11,-6,11,-9,10,-12,11,-14,11,-16,12,-17,13,-19,12,-17,12,-17,11,-17,10,-16,8,-13,6,-14,4,-13,1,-13,-1,-16,-3,-17,-4,-20,-4,-22,-3,-23,-2,-25,0,-25,2,-25,4,-24,5,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12,27,15,27,18,26,20,25,22,22,22,21,23,19,22,18,21,16,19,16,16,17,13,18,12,18,10,20,9,21,8,23,7,25,7,25,8,26,8,25,8,24,7,22,7,20,6,18,5,15,4
2026-04-14 14:03:52.200748,52,69,83,0,6,-11,3,-15,2,-15,1,-18,0,-19,0,-21,0,-22,0,-22,1,-21,0,-21,0,-19,-1,-17,-2,-15,-3,-13,-7,-13,-9,-12,-13,-13,-14,-14,-14,-16,-16,-18,-14,-19,-15,-20,-13,-21,-12,-22,-10,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,-6,32,-3,32,0,33,3,32,5,31,7,29,8,28,7,25,8,23,6,23,4,21,2,21,0,22,-3,22,-6,22,-6,25,-7,26,-8,24,-8,25,-7,25,-8,24,-6,23,-6,21,-6,17,-6,15,-7
2026-04-14 14:03:52.240806,52,69,83,0,11,4,14,1,17,0,19,-2,20,-4,23,-4,23,-3,22,-4,23,-3,21,-2,20,-3,17,-4,14,-5,12,-7,12,-10,10,-14,11,-15,11,-18,13,-19,15,-21,18,-21,19,-20,20,-19,21,-16,22,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33,7,36,5,36,2,37,-1,37,-3,36,-5,34,-6,32,-5,30,-4,27,-3,25,0,25,3,24,5,23,7,23,9,25,11,26,12,25,12,27,12,28,11,27,11,25,10,24,9,23,9,20,10,16
